NOMBRE,POBLACION
Sancedo,546
Santa Colomba de Curueño,473
Santa Colomba de Somoza,501
Santa Cristina de Valmadrigal,254
Santa Elena de Jamuz,1047
Santa Maria de la Isla,476
Santa Maria de Ordas,315
Santa Maria del Monte de Cea,225
Santa Maria del Paramo,3101
Santa Marina del Rey,1860
Santas Martas,729
Santiago Millas,330
Santovenia de la Valdoncina,2100
Sariegos,5084
Sena de Luna,366
Sobrado,301
Soto de la Vega,1526
Soto y Amio,773
Toral de los Guzmanes,501
Toral de los Vados,1812
Toreno,3012
Torre del Bierzo,2114
Trabadelo,333
Truchas,419
Turcia,986
Urdiales del Paramo,494
Val de San Lorenzo,496
Valdefresno,2173
Valdefuentes del Paramo,319
Valdelugueros,515
Valdemora,73
Valdepielago,307
Valdepolo,1200
Valderas,1586
Valderrey,446
Valderrueda,827
Valdesamario,189
Valdevimbre,958
Valencia de Don Juan,5272
Vallecillo,125
Valverde de la Virgen,7377
Valverde-Enrique,155
"Vecilla, La",393
Vega de Espinareda,2044
Vega de Infanzones,818
Vega de Valcarce,587
Vegacervera,267
Vegaquemada,438
Vegas del Condado,1109
Villablino,8444
Villabraz,91
Villadangos del Paramo,1163
Villademor de la Vega,325
Villafranca del Bierzo,2855
Villagaton,627
Villamandos,295
Villamanin,911
Villamañan,1102
Villamartin de Don Sancho,159
Villamejil,672
Villamol,152
Villamontan de la Valduerna,720
Villamoratiel de las Matas,135
Villanueva de las Manzanas,494
Villaobispo de Otero,532
Villaornate y Castro,334
Villaquejida,827
Villaquilambre,18684
Villarejo de orbigo,2975
Villares de orbigo,596
Villasabariego,1123
Villaselan,194
Villaturiel,1826
Villazala,647
Villazanzo de Valderaduey,397
Zotes del Paramo,423
Abella de la Conca,183
Àger,580
Agramunt,5411
Aitona,2567
"Alamus, Els",811
Alàs i Cerc,320
"Albages, L'",361
Albatàrrec,2236
Albesa,1561
"Albi, L'",744
Alcano,238
Alcarràs,9707
Alcoletge,3435
Alfarràs,2765
Alfes,297
Algerri,404
Alguaire,3029
Alins,272
Almacelles,6826
Almatret,305
Almenar,3357
Alòs de Balaguer,132
Alpicat,6266
Alt Àneu,414
Anglesola,1365
Arbeca,2126
Arres,60
Arsèguel,81
Artesa de Lleida,1535
Artesa de Segre,3400
Aspa,220
"Avellanes i Santa Linya, Les",433
Baix Pallars,331
Balaguer,17472
Barbens,878
"Baronia de Rialb, La",229
Bassella,217
Bausen,60
Belianes,520
Bellaguarda,287
Bellcaire d'Urgell,1199
Bell-lloc d'Urgell,2335
Bellmunt d'Urgell,185
Bellpuig,5218
Bellver de Cerdanya,2005
Bellvis,2260
Benavent de Segrià,1518
Biosca,177
"Bòrdes, Es",255
"Borges Blanques, Les",6173
Bossòst,1115
Bovera,248
Cabanabona,71
Cabo,93
Camarasa,810
Canejan,89
Castell de Mur,173
Castellar de la Ribera,131
Castelldans,930
Castellnou de Seana,665
Castello de Farfanya,539
Castellserà,996
Cava,45
Cervera,9350
Cervià de les Garrigues,662
Ciutadilla,208
Clariana de Cardener,161
"Cogul, El",151
Coll de Nargo,540
"Coma i la Pedra, La",255
Conca de Dalt,410
Corbins,1462
Cubells,338
"Espluga Calba, L'",329
Espot,366
Estamariu,125
Estaràs,156
Esterri d'Àneu,804
Esterri de Cardos,64
Farrera,108
Figols i Alinyà,244
"Floresta, La",140
Fondarella,776
Foradada,203
"Fuliola, La",1250
Fulleda,102
Gavet de la Conca,261
Gimenells i el Pla de la Font,1120
Golmes,1855
Gosol,206
"Granadella, La",716
"Granja d'Escarp, La",922
Granyanella,143
Granyena de les Garrigues,140
Granyena de Segarra,151
Guimerà,271
"Guingueta d'Àneu, La",289
Guissona,7248
Guixers,132
Isona i Conca Dellà,1042
Ivars de Noguera,332
Ivars d'Urgell,1537
Ivorra,108
Josa i Tuixen,103
Juncosa,395
Juneda,3501
Les,971
Linyola,2717
Lladorre,237
Lladurs,180
Llardecans,444
Llavorsi,346
Lleida,140403
Lles de Cerdanya,270
Llimiana,146
Llobera,188
Maials,909
Maldà,227
Massalcoreig,610
Massoteres,212
Menàrguens,813
Miralcamp,1385
Mollerussa,14649
"Molsosa, La",104
Montellà i Martinet,578
Montferrer i Castellbò,1034
Montgai,643
Montoliu de Lleida,483
Montoliu de Segarra,187
Montornès de Segarra,96
Nalec,90
Naut Aran,1836
Navès,284
Odèn,258
Oliana,1843
Oliola,203
Olius,981
"Oluges, Les",171
"Omellons, Els",206
"Omells de na Gaia, Els",130
Organyà,771
Os de Balaguer,980
Osso de Sio,203
"Palau d'Anglesola, El",2166
Penelles,436
Peramola,347
Pinell de Solsonès,193
Pinos,286
"Plans de Sio, Els",491
"Poal, El",670
"Pobla de Cervoles, La",189
"Pobla de Segur, La",3043
"Pont de Bar, El",152
"Pont de Suert, El",2257
Ponts,2644
"Portella, La",743
Prats i Sansor,222
Preixana,387
Preixens,418
Prullans,226
Puiggròs,278
Puigverd d'Agramunt,229
Puigverd de Lleida,1349
Rialp,641
Ribera d'Ondara,433
Ribera d'Urgellet,932
Riner,263
Riu de Cerdanya,93
Rossello,3237
Salàs de Pallars,327
Sanaüja,379
Sant Esteve de la Sarga,122
Sant Guim de Freixenet,1037
Sant Guim de la Plana,181
Sant Llorenç de Morunys,960
Sant Marti de Riucorb,639
Sant Ramon,487
Sarroca de Bellera,116
Sarroca de Lleida,358
Senterada,139
"Sentiu de Sio, La",414
Seròs,1946
"Seu d'Urgell, La",12206
Sidamon,748
"Soleràs, El",332
Solsona,9137
Soriguera,420
Sort,2154
Soses,1761
Sudanell,840
Sunyer,343
Talarn,595
Talavera,279
Tàrrega,17445
Tarres,102
Tarroja de Segarra,188
Termens,1360
Tirvia,134
Tiurana,77
Torà,1237
"Torms, Els",138
Tornabous,822
"Torre de Cabdella, La",759
Torrebesses,267
Torrefarrera,4694
Torrefeta i Florejacs,607
Torregrossa,2179
Torrelameu,735
Torres de Segre,2366
Torre-serona,398
Tremp,5911
"Vall de Boi, La",1019
Vall de Cardos,350
Vallbona de les Monges,243
Vallfogona de Balaguer,1906
"Valls d'Aguilar, Les",245
"Valls de Valira, Les",784
"Vansa i Fornols, La",149
Verdu,902
Vielha e Mijaran,5611
Vilagrassa,560
Vilaller,549
Vilamòs,178
Vilanova de Bellpuig,1183
Vilanova de la Barca,1088
Vilanova de l'Aguda,200
Vilanova de Meià,415
Vilanova de Segrià,985
Vila-sana,734
"Vilosell, El",173
Vinaixa,450
Abadin,2322
Alfoz,1659
Antas de Ulla,1940
Baleira,1226
Baralla,2482
Barreiros,2925
Becerrea,2807
Begonte,2978
Boveda,1450
Burela,9498
Carballedo,2139
Castro de Rei,5073
Castroverde,2595
Cervantes,1294
Cervo,4218
Chantada,8157
"Corgo, O",3422
Cospeito,4395
Folgoso do Courel,1007
"Fonsagrada, A",3389
Foz,10016
Friol,3664
Guitiriz,5490
Guntin,2628
"Incio, O",1533
Lancara,2584
Lourenza,2139
Lugo,98519
Meira,1748
Mondoñedo,3539
Monforte de Lemos,18347
Monterroso,3613
Muras,619
Navia de Suarna,1063
Negueira de Muñiz,215
"Nogais, As",1047
Ourol,995
Outeiro de Rei,5210
Palas de Rei,3326
Panton,2457
Paradela,1739
"Paramo, O",1344
"Pastoriza, A",2963
Pedrafita do Cebreiro,969
"Pobra do Brollon, A",1632
Pol,1623
"Pontenova, A",2201
Portomarin,1412
Quiroga,3169
Rabade,1505
Ribadeo,9860
Ribas de Sil,931
Ribeira de Piquin,513
Riotorto,1235
Samos,1246
Sarria,13338
"Saviñao, O",3634
Sober,2260
Taboada,2716
Trabada,1127
Triacastela,637
"Valadouro, O",1978
"Vicedo, O",1656
Vilalba,14079
Viveiro,15391
Xermade,1783
Xove,3277
"Acebeda, La",68
Ajalvir,4721
Alameda del Valle,204
"alamo, El",9862
Alcala de Henares,197562
Alcobendas,118417
Alcorcon,172384
Aldea del Fresno,2973
Algete,20864
Alpedrete,14839
Ambite,609
Anchuelo,1286
Aranjuez,60332
Arganda del Rey,56678
Arroyomolinos,32935
"Atazar, El",90
Batres,1750
Becerril de la Sierra,5875
Belmonte de Tajo,1683
"Berrueco, El",777
Berzosa del Lozoya,222
Boadilla del Monte,56734
"Boalo, El",7663
Braojos,206
Brea de Tajo,506
Brunete,10760
Buitrago del Lozoya,1959
Bustarviejo,2522
Cabanillas de la Sierra,785
"Cabrera, La",2736
Cadalso de los Vidrios,3047
Camarma de Esteruelas,7437
Campo Real,6420
Canencia,447
Carabaña,2081
Casarrubuelos,3845
Cenicientos,2038
Cercedilla,7205
Cervera de Buitrago,162
Chapineria,2414
Chinchon,5413
Ciempozuelos,25104
Cobeña,7486
Collado Mediano,7105
Collado Villalba,64378
Colmenar de Oreja,8154
Colmenar del Arroyo,1785
Colmenar Viejo,51938
Colmenarejo,9230
Corpa,723
Coslada,81391
Cubas de la Sagra,6539
Daganzo de Arriba,10337
"Escorial, El",16365
Estremera,1334
Fresnedillas de la Oliva,1651
Fresno de Torote,2299
Fuenlabrada,194514
Fuente el Saz de Jarama,6807
Fuentidueña de Tajo,2136
Galapagar,34497
Garganta de los Montes,377
Gargantilla del Lozoya y Pinilla de Buitrago,309
Gascones,176
Getafe,185180
Griñon,10435
Guadalix de la Sierra,6440
Guadarrama,16560
"Hiruela, La",65
Horcajo de la Sierra-Aoslos,152
Horcajuelo de la Sierra,89
Hoyo de Manzanares,8529
Humanes de Madrid,19701
Leganes,191114
Loeches,8897
Lozoya,580
Lozoyuela-Navas-Sieteiglesias,1340
Madarcos,49
Madrid,3334730
Majadahonda,72155
Manzanares el Real,8936
Meco,14670
Mejorada del Campo,23639
Miraflores de la Sierra,6362
"Molar, El",9287
"Molinos, Los",4433
Montejo de la Sierra,364
Moraleja de Enmedio,5200
Moralzarzal,13334
Morata de Tajuña,7847
Mostoles,210309
Navacerrada,3091
Navalafuente,1511
Navalagamella,2637
Navalcarnero,29985
Navarredonda y San Mames,129
Navas del Rey,2966
Nuevo Baztan,6454
Olmeda de las Fuentes,346
Orusco de Tajuña,1295
Paracuellos de Jarama,25917
Parla,133482
Patones,539
Pedrezuela,6150
Pelayos de la Presa,2676
Perales de Tajuña,2990
Pezuela de las Torres,867
Pinilla del Valle,190
Pinto,53325
Piñuecar-Gandullas,179
Pozuelo de Alarcon,87165
Pozuelo del Rey,1172
Pradena del Rincon,125
Puebla de la Sierra,73
Puentes Viejas,699
Quijorna,3541
Rascafria,1725
Redueña,270
Ribatejada,801
Rivas-Vaciamadrid,90973
Robledillo de la Jara,95
Robledo de Chavela,4364
Robregordo,65
"Rozas de Madrid, Las",96113
Rozas de Puerto Real,555
San Agustin del Guadalix,13466
San Fernando de Henares,39566
San Lorenzo de El Escorial,18532
San Martin de la Vega,19633
San Martin de Valdeiglesias,8679
San Sebastian de los Reyes,91224
Santa Maria de la Alameda,1321
Santorcaz,899
"Santos de la Humosa, Los",2694
"Serna del Monte, La",87
Serranillos del Valle,4291
Sevilla la Nueva,9393
Somosierra,87
Soto del Real,8981
Talamanca de Jarama,4012
Tielmes,2736
Titulcia,1341
Torrejon de Ardoz,132853
Torrejon de la Calzada,9194
Torrejon de Velasco,4386
Torrelaguna,4854
Torrelodones,23902
Torremocha de Jarama,1075
Torres de la Alameda,7833
Tres Cantos,48326
Valdaracete,605
Valdeavero,1591
Valdelaguna,979
Valdemanco,963
Valdemaqueda,775
Valdemorillo,12772
Valdemoro,77270
Valdeolmos-Alalpardo,4232
Valdepielagos,614
Valdetorres de Jarama,4581
Valdilecha,2982
Valverde de Alcala,498
Velilla de San Antonio,12380
"Vellon, El",2004
Venturada,2241
Villa del Prado,6661
Villaconejos,3422
Villalbilla,14392
Villamanrique de Tajo,707
Villamanta,2605
Villamantilla,1482
Villanueva de la Cañada,22115
Villanueva de Perales,1592
Villanueva del Pardillo,17396
Villar del Olmo,2079
Villarejo de Salvanes,7433
Villaviciosa de Odon,28148
Villavieja del Lozoya,262
Zarzalejo,1734
Alameda,5387
Alcaucin,2279
Alfarnate,1065
Alfarnatejo,364
Algarrobo,6556
Algatocin,814
Alhaurin de la Torre,41170
Alhaurin el Grande,25358
Almachar,1817
Almargen,1947
Almogia,3792
alora,13112
Alozaina,2061
Alpandeire,263
Antequera,41318
archez,385
Archidona,8168
Ardales,2506
Arenas,1177
Arriate,4082
Atajate,169
Benadalid,233
Benahavis,7748
Benalauria,438
Benalmadena,69144
Benamargosa,1535
Benamocarra,3046
Benaojan,1453
Benarraba,446
"Borge, El",922
"Burgo, El",1792
Campillos,8387
Canillas de Aceituno,1680
Canillas de Albaida,759
Cañete la Real,1633
Carratraca,740
Cartajima,242
Cartama,26738
Casabermeja,3629
Casarabonela,2514
Casares,6883
Coin,22673
Colmenar,3409
Comares,1330
Competa,3967
Cortes de la Frontera,3065
Cuevas Bajas,1370
Cuevas de San Marcos,3601
Cuevas del Becerro,1597
Cutar,616
Estepona,70228
Farajan,261
Frigiliana,3062
Fuengirola,82837
Fuente de Piedra,2662
Gaucin,1589
Genalguacil,393
Guaro,2280
Humilladero,3297
Igualeja,752
Istan,1494
Iznate,907
Jimera de Libar,379
Jubrique,523
Juzcar,214
Macharaviaya,513
Malaga,578460
Manilva,16439
Marbella,147633
Mijas,85397
Moclinejo,1251
Mollina,5276
Monda,2697
Montecorto,586
Montejaque,949
Nerja,21144
Ojen,3816
Parauta,239
Periana,3089
Pizarra,9444
Pujerra,308
Rincon de la Victoria,48768
Riogordo,2723
Ronda,33730
Salares,173
Sayalonga,1568
Sedella,576
Serrato,482
Sierra de Yeguas,3318
Teba,3744
Tolox,2136
Torremolinos,69166
Torrox,17943
Totalan,737
Valle de Abdalajis,2502
Velez-Malaga,82365
Villanueva de Algaidas,4148
Villanueva de la Concepcion,3288
Villanueva de Tapia,1460
Villanueva del Rosario,3362
Villanueva del Trabuco,5308
Viñuela,2055
Yunquera,2869
Melilla,87076
Abanilla,6097
Abaran,13022
aguilas,35722
Albudeite,1375
Alcantarilla,42345
"Alcazares, Los",16590
Aledo,1031
Alguazas,9761
Alhama de Murcia,22160
Archena,19428
Beniel,11465
Blanca,6569
Bullas,11553
Calasparra,10133
Campos del Rio,2032
Caravaca de la Cruz,25688
Cartagena,216108
Cehegin,14769
Ceuti,12007
Cieza,35283
Fortuna,10289
Fuente alamo de Murcia,16787
Jumilla,25994
Librilla,5325
Lorca,95515
Lorqui,7246
Mazarron,32839
Molina de Segura,73095
Moratalla,7804
Mula,17021
Murcia,459403
Ojos,510
Pliego,3843
Puerto Lumbreras,15780
Ricote,1253
San Javier,33129
San Pedro del Pinatar,25932
Santomera,16270
Torre-Pacheco,36464
"Torres de Cotillas, Las",21753
Totana,32529
Ulea,849
"Union, La",20538
Villanueva del Rio Segura,3111
Yecla,34834
Abaigar,82
Abarzuza/Abartzuza,544
Abaurregaina/Abaurrea Alta,127
Abaurrepea/Abaurrea Baja,31
Aberin,340
Ablitas,2484
Adios,152
Aguilar de Codes,66
Aibar/Oibar,794
Allin/Allin,874
Allo,960
Altsasu/Alsasua,7465
Amescoa Baja,711
Ancin/Antzin,338
Andosilla,2784
Ansoain/Antsoain,10836
Anue,481
Añorbe,595
Aoiz/Agoitz,2777
Araitz,523
Arakil,962
Aranarache/Aranaratxe,70
Aranguren,11306
Arano,116
Arantza,608
Aras,147
Arbizu,1109
Arce/Artzi,262
"Arcos, Los",1127
Arellano,148
Areso,283
Arguedas,2287
Aria,51
Aribe,32
Armañanzas,52
Arroniz,1038
Arruazu,106
Artajona,1691
Artazu,111
Atez/Atetz,225
Auritz/Burguete,227
Ayegui/Aiegi,2395
Azagra,3840
Azuelo,26
Bakaiku,360
Barañain/Barañain,20167
Barasoain,613
Barbarin,49
Bargota,255
Barillas,221
Basaburua,828
Baztan,7850
Beintza-Labaien,217
Beire,287
Belascoain,119
Bera,3753
Berbinzana,666
Beriain,4113
Berrioplano/Berriobeiti,7457
Berriozar,10651
Bertizarana,603
Betelu,374
Bidaurreta,164
Biurrun-Olcoz,223
Buñuel,2195
Burgui/Burgi,203
Burlada/Burlata,19541
"Busto, El",54
Cabanillas,1351
Cabredo,87
Cadreita,2045
Caparroso,2801
Carcar,1104
Carcastillo,2502
Cascante,3952
Caseda,951
Castejon,4251
Castillonuevo,13
Cendea de Olza/Oltza Zendea,1860
Cintruenigo,8026
Cirauqui/Zirauki,480
Ciriza/Ziritza,153
Cizur,3924
Corella,8100
Cortes,3178
Desojo,76
Dicastillo,591
Donamaria,442
Doneztebe/Santesteban,1763
Echarri/Etxarri,75
Elgorriaga,220
Eneriz/Eneritz,292
Eratsun,150
Ergoiena,370
Erro,793
Eslava,105
Esparza de Salazar/Espartza Zaraitzu,72
Espronceda,101
Estella-Lizarra,13991
Esteribar,2726
Etayo,61
Etxalar,827
Etxarri Aranatz,2497
Etxauri,649
Eulate,282
Ezcabarte,1811
Ezcaroz/Ezkaroze,314
Ezkurra,138
Ezprogui,44
Falces,2336
Fitero,2080
Fontellas,993
Funes,2444
Fustiñana,2483
Galar,2290
Gallipienzo/Galipentzu,94
Gallues/Galoze,94
Garaioa,94
Garde,142
Garinoain,498
Garralda,191
Genevilla,66
Goizueta,689
Goñi,157
Güesa/Gorza,36
Guesalaz/Gesalatz,421
Guirguillano,83
Hiriberri/Villanueva de Aezkoa,100
Huarte/Uharte,7278
Ibargoiti,248
Igantzi,631
Iguzquiza,318
Imotz,430
Irañeta,169
Irurtzun,2247
Isaba/Izaba,403
Ituren,507
Iturmendi,411
Iza/Itza,1262
Izagaondoa,172
Izalzu/Itzaltzu,37
Jaurrieta,186
Javier,128
Juslapeña,568
Lakuntza,1275
Lana,163
Lantz,152
Lapoblacion,122
Larraga,2123
Larraona,96
Larraun,928
Lazagurria,185
Leache/Leatxe,33
Legarda,125
Legaria,115
Leitza,2965
Lekunberri,1574
Leoz/Leotz,224
Lerga,46
Lerin,1746
Lesaka,2744
Lezaun,238
Liedena,295
Lizoain-Arriasgoiti,294
Lodosa,4837
Longuida/Longida,297
Lumbier,1299
Luquin,131
Luzaide/Valcarlos,323
Mañeru,426
Marañon,51
Marcilla,2864
Melida,731
Mendavia,3526
Mendaza,291
Mendigorria,1094
Metauten,283
Milagro,3450
Mirafuentes,55
Miranda de Arga,863
Monreal/Elo,472
Monteagudo,1093
Morentin,115
Mues,73
Murchante,4131
Murieta,338
Murillo el Cuende,673
Murillo el Fruto,662
Muruzabal,235
Navascues/Nabaskoze,126
Nazar,30
Noain (Valle de Elorz)/Noain (Elortzibar),8354
Obanos,940
Ochagavia/Otsagabia,501
Oco,75
Odieta,355
Oiz,128
Olaibar,392
Olazti/Olazagutia,1490
Olejua,49
Olite/Erriberri,3981
Oloriz/Oloritz,204
Orbaizeta,192
Orbara,32
Orisoain,79
Orkoien,4145
Oronz/Orontze,48
Oroz-Betelu/Orotz-Betelu,147
Orreaga/Roncesvalles,18
Oteiza,930
Pamplona/Iruña,203944
Peralta/Azkoien,5951
Petilla de Aragon,31
Piedramillera,37
Pitillas,502
Puente la Reina/Gares,2889
Pueyo,361
Ribaforada,3738
Romanzado,171
Roncal/Erronkari,211
Sada,135
Saldias,116
Salinas de Oro/Jaitz,109
San Adrian,6344
San Martin de Unx,389
Sangüesa/Zangoza,4933
Sansol,97
Santacara,870
Sarries/Sartze,60
Sartaguda,1281
Sesma,1161
Sorlada,57
Sunbilla,665
Tafalla,10621
Tiebas-Muruarte de Reta,636
Tirapu,42
Torralba del Rio,96
Torres del Rio,124
Tudela,37042
Tulebras,132
Ucar,176
Uharte Arakil,789
Ujue/Uxue,175
Ultzama,1674
Unciti,209
Unzue/Untzue,154
Urdazubi/Urdax,356
Urdiain,661
Urraul Alto,137
Urraul Bajo,317
Urroz,184
Urroz-Villa,386
Urzainqui/Urzainki,87
Uterga,163
Uztarroz/Uztarroze,144
Valle de Egües/Eguesibar,21418
Valle de Ollo/Ollaran,422
Valle de Yerri/Deierri,1543
Valtierra,2430
Viana,4260
Vidangoz/Bidankoze,85
Villafranca,2883
Villamayor de Monjardin,120
Villatuerta,1220
Villava/Atarrabia,10245
Yesa,285
Zabalza/Zabaltza,301
Ziordia,350
Zizur Mayor/Zizur Nagusia,15088
Zubieta,302
Zugarramurdi,217
Zuñiga,99
Allariz,6245
Amoeiro,2296
"Arnoia, A",977
Avion,1736
Baltar,942
Bande,1498
Baños de Molgas,1493
Barbadas,11158
"Barco de Valdeorras, O",13431
Beade,384
Beariz,970
"Blancos, Os",755
Boboras,2223
"Bola, A",1113
"Bolo, O",850
Calvos de Randin,735
Carballeda de Avia,1271
Carballeda de Valdeorras,1499
"Carballiño, O",14089
Cartelle,2589
Castrelo de Miño,1340
Castrelo do Val,958
Castro Caldelas,1204
Celanova,5644
Cenlle,1100
Chandrexa de Queixa,472
Coles,3075
Cortegada,1070
Cualedro,1668
Entrimo,1109
Esgos,1103
Gomesende,714
"Gudiña, A",1236
"Irixo, O",1420
Larouco,417
Laza,1223
Leiro,1525
Lobeira,768
Lobios,1678
Maceda,2839
Manzaneda,843
Maside,2709
Melon,1156
"Merca, A",1912
"Mezquita, A",1013
Montederramo,699
Monterrei,2520
Muiños,1466
Nogueira de Ramuin,1988
Oimbra,1720
Ourense,105643
Paderne de Allariz,1372
Padrenda,1671
Parada de Sil,546
"Pereiro de Aguiar, O",6350
"Peroxa, A",1810
Petin,849
Piñor,1183
"Pobra de Trives, A",2014
Pontedeva,494
Porqueira,823
Punxin,708
Quintela de Leirado,630
Rairiz de Veiga,1228
Ramiras,1551
Ribadavia,5012
Rios,1461
"Rua, A",4283
Rubia,1383
San Amaro,1052
San Cibrao das Viñas,5395
San Cristovo de Cea,2089
San Xoan de Rio,506
Sandias,1198
Sarreaus,1145
Taboadela,1417
"Teixeira, A",315
Toen,2353
Trasmiras,1263
"Veiga, A",857
Verea,912
Verin,13647
Viana do Bolo,2818
Vilamarin,1852
Vilamartin de Valdeorras,1812
Vilar de Barrio,1283
Vilar de Santos,794
Vilardevos,1802
Vilariño de Conso,524
Xinzo de Limia,9637
Xunqueira de Ambia,1374
Xunqueira de Espadanedo,751
Abarca de Campos,45
Abia de las Torres,170
Aguilar de Campoo,6749
Alar del Rey,921
Alba de Cerrato,87
Amayuelas de Arriba,36
Ampudia,606
Amusco,418
Antigüedad,365
Arconada,40
Astudillo,1006
Autilla del Pino,215
Autillo de Campos,134
Ayuela,50
Baltanas,1206
Baquerin de Campos,28
Barcena de Campos,57
Barruelo de Santullan,1174
Bascones de Ojeda,137
Becerril de Campos,742
Belmonte de Campos,29
Berzosilla,42
Boada de Campos,17
Boadilla de Rioseco,113
Boadilla del Camino,121
Brañosera,258
Buenavista de Valdavia,304
Bustillo de la Vega,285
Bustillo del Paramo de Carrion,62
Calahorra de Boedo,87
Calzada de los Molinos,324
Capillas,73
Cardeñosa de Volpejera,53
Carrion de los Condes,2035
Castil de Vela,63
Castrejon de la Peña,344
Castrillo de Don Juan,195
Castrillo de Onielo,98
Castrillo de Villavega,175
Castromocho,222
Cervatos de la Cueza,265
Cervera de Pisuerga,2277
Cevico de la Torre,490
Cevico Navero,185
Cisneros,431
Cobos de Cerrato,138
Collazos de Boedo,99
Congosto de Valdavia,151
Cordovilla la Real,103
Cubillas de Cerrato,60
Dehesa de Montejo,127
Dehesa de Romanos,61
Dueñas,2624
Espinosa de Cerrato,134
Espinosa de Villagonzalo,168
Frechilla,152
Fresno del Rio,186
Fromista,784
Fuentes de Nava,636
Fuentes de Valdepero,466
Grijota,2362
Guardo,5872
Guaza de Campos,61
Hermedes de Cerrato,79
Herrera de Pisuerga,1914
Herrera de Valdecañas,156
Hontoria de Cerrato,104
Hornillos de Cerrato,143
Husillos,330
Itero de la Vega,154
Lagartos,124
Lantadilla,280
Ledigos,66
Loma de Ucieza,194
Lomas,49
Magaz de Pisuerga,1015
Manquillos,61
Mantinos,143
Marcilla de Campos,51
Mazariegos,212
Mazuecos de Valdeginate,95
Melgar de Yuso,248
Meneses de Campos,121
Micieces de Ojeda,74
Monzon de Campos,586
Moratinos,62
Muda,84
Nogal de las Huertas,41
Olea de Boedo,41
Olmos de Ojeda,194
Osornillo,56
Osorno la Mayor,1185
Palencia,78144
Palenzuela,212
Paramo de Boedo,112
Paredes de Nava,1892
Payo de Ojeda,62
Pedraza de Campos,95
Pedrosa de la Vega,301
Perales,92
"Pernia, La",316
Pino del Rio,170
Piña de Campos,206
Poblacion de Arroyo,55
Poblacion de Campos,131
Poblacion de Cerrato,107
Polentinos,41
Pomar de Valdivia,467
Poza de la Vega,176
Pozo de Urama,23
Pradanos de Ojeda,186
"Puebla de Valdavia, La",95
Quintana del Puente,282
Quintanilla de Onsoña,181
Reinoso de Cerrato,54
Renedo de la Vega,186
Requena de Campos,22
Respenda de la Peña,151
Revenga de Campos,146
Revilla de Collazos,75
Ribas de Campos,140
Riberos de la Cueza,54
Saldaña,2958
Salinas de Pisuerga,318
San Cebrian de Campos,420
San Cebrian de Muda,154
San Cristobal de Boedo,22
San Mames de Campos,47
San Roman de la Cuba,61
Santa Cecilia del Alcor,114
Santa Cruz de Boedo,49
Santervas de la Vega,439
Santibañez de Ecla,51
Santibañez de la Peña,1005
Santoyo,180
"Serna, La",95
Soto de Cerrato,192
Sotobañado y Priorato,139
Tabanera de Cerrato,133
Tabanera de Valdavia,26
Tamara de Campos,76
Tariego de Cerrato,476
Torquemada,954
Torremormojon,43
Triollo,68
Valbuena de Pisuerga,47
Valdeolmillos,56
Valderrabano,50
Valde-Ucieza,80
Valle de Cerrato,85
Valle del Retortillo,160
Velilla del Rio Carrion,1230
Venta de Baños,6401
Vertavillo,176
"Vid de Ojeda, La",90
Villabasta de Valdavia,32
Villacidaler,47
Villaconancio,62
Villada,920
Villaeles de Valdavia,51
Villahan,98
Villaherreros,204
Villalaco,57
Villalba de Guardo,184
Villalcazar de Sirga,171
Villalcon,60
Villalobon,1734
Villaluenga de la Vega,574
Villamartin de Campos,181
Villamediana,176
Villameriel,106
Villamoronta,241
Villamuera de la Cueza,38
Villamuriel de Cerrato,6469
Villanueva del Rebollar,72
Villanuño de Valdavia,89
Villaprovedo,56
Villarmentero de Campos,18
Villarrabe,199
Villarramiel,818
Villasarracino,137
Villasila de Valdavia,70
Villaturde,157
Villaumbrales,650
Villaviudas,345
Villerias de Campos,82
Villodre,15
Villodrigo,110
Villoldo,343
Villota del Paramo,332
Villovieco,74
Agaete,5599
Agüimes,31914
"Aldea de San Nicolas, La",7508
Antigua,12972
Arrecife,64645
Artenara,1049
Arucas,38334
Betancuria,773
Firgas,7438
Galdar,24370
Haria,5263
Ingenio,31694
Mogan,20487
Moya,7746
"Oliva, La",27234
Pajara,21349
"Palmas de Gran Canaria, Las",381223
Puerto del Rosario,41808
San Bartolome,19099
San Bartolome de Tirajana,53397
Santa Brigida,18394
Santa Lucia de Tirajana,74602
Santa Maria de Guia de Gran Canaria,13897
Teguise,22703
Tejeda,1883
Telde,102791
Teror,12522
Tias,20628
Tinajo,6434
Tuineje,15596
Valleseco,3727
Valsequillo de Gran Canaria,9377
Vega de San Mateo,7569
Yaiza,17040
Agolada,2304
Arbo,2576
Baiona,12129
Barro,3623
Bueu,11950
Caldas de Reis,9775
Cambados,13721
Campo Lameiro,1778
Cangas,26582
"Cañiza, A",5122
Catoira,3331
Cerdedo-Cotobade,5697
Covelo,2368
Crecente,1994
Cuntis,4665
Dozon,1073
"Estrada, A",20351
Forcarei,3308
Fornelos de Montes,1598
Gondomar,14702
"Grove, O",10518
"Guarda, A",10025
"Illa de Arousa, A",4932
Lalin,20207
"Lama, A",2397
Marin,24242
Meaño,5322
Meis,4754
Moaña,19452
Mondariz,4410
Mondariz-Balneario,637
Moraña,4147
Mos,15063
"Neves, As",3803
Nigran,17745
Oia,3049
Pazos de Borben,2965
Poio,17073
Ponte Caldelas,5533
